Ficha_Code;User_Id;Semestre;Asig_Code;Aula;PEC;PEC_Fecha;PEC_Entrega;PEC_Nota;PEC_Publicacion
444123;195634;20181;B2.325;3;PEC 2_ Algoritmos de segmentación;16/12/2018;-;-;23/12/2018
444123;195634;20181;B2.325;3;PEC 3_ Algoritmos de clasificación;13/01/2019;-;-;20/01/2019
444123;195634;20181;B2.325;3;PEC4_ Reglas de asociación;03/02/2019;-;-;10/02/2019
444123;195634;20181;B2.325;3;Fecha límite de entrega de actividades de recuperación;06/02/2019;-;-;-
444123;195634;20181;B2.579;2;PEC1. Cuadro de Mando Integral;28/11/2018;-;-;11/12/2018
444123;195634;20181;B2.579;2;PEC2. Inteligencia Competitiva;04/01/2019;-;-;17/01/2019
444123;195634;20181;B2.579;2;PEC3. Síntesis;28/01/2019;-;-;10/02/2019
444123;195634;20181;B2.580;1;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
444123;195634;20181;B2.580;1;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
444123;195634;20181;B2.580;1;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
444123;195634;20181;B2.580;1;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
1026223;1202788;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1026223;1202788;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1026223;1202788;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1026223;1202788;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1026223;1202788;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
1026223;1202788;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
1026223;1202788;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
1026223;1202788;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
1026223;1202788;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1026223;1202788;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1026223;1202788;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1026223;1202788;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1026223;1202788;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1026223;1202788;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1026223;1202788;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1026223;1202788;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1026223;1202788;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1026223;1202788;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1026223;1202788;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1026223;1202788;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
488215;250716;20181;B2.324;1;Debate;02/11/2018;-;-;09/11/2018
488215;250716;20181;B2.324;1;PEC 0_ Software R y conceptos básicos;02/11/2018;-;-;09/11/2018
488215;250716;20181;B2.324;1;PEC 1_ Lectura y preparación de datos de muestreo;23/11/2018;-;-;09/12/2018
488215;250716;20181;B2.324;1;PEC 2_ Distribución normal, Intervalos de Confianza y Regresión;20/12/2018;-;-;07/01/2019
488215;250716;20181;B2.324;1;PEC 3_ ANOVA y PCA;19/01/2019;-;-;27/01/2019
488215;250716;20181;B2.324;1;Debate 2;04/02/2019;-;-;-
488215;250716;20181;B2.324;1;PEC Global;04/02/2019;-;-;12/02/2019
488215;250716;20181;B2.325;1;Debate;04/11/2018;-;-;11/11/2018
488215;250716;20181;B2.325;1;PEC 1_ Text Mining;18/11/2018;-;-;25/11/2018
488215;250716;20181;B2.325;1;PEC 2_ Algoritmos de segmentación;16/12/2018;-;-;23/12/2018
488215;250716;20181;B2.325;1;PEC 3_ Algoritmos de clasificación;13/01/2019;-;-;20/01/2019
488215;250716;20181;B2.325;1;PEC4_ Reglas de asociación;03/02/2019;-;-;10/02/2019
488215;250716;20181;B2.325;1;Fecha límite de entrega de actividades de recuperación;06/02/2019;-;-;-
488215;250716;20181;B2.579;2;PEC1. Cuadro de Mando Integral;28/11/2018;-;-;11/12/2018
488215;250716;20181;B2.579;2;PEC2. Inteligencia Competitiva;04/01/2019;-;-;17/01/2019
488215;250716;20181;B2.579;2;PEC3. Síntesis;28/01/2019;-;-;10/02/2019
488215;250716;20181;B2.580;1;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
488215;250716;20181;B2.580;1;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
488215;250716;20181;B2.580;1;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
488215;250716;20181;B2.580;1;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
618889;1054740;20181;B2.324;1;Debate;02/11/2018;-;-;09/11/2018
618889;1054740;20181;B2.324;1;PEC 0_ Software R y conceptos básicos;02/11/2018;-;-;09/11/2018
618889;1054740;20181;B2.324;1;PEC 1_ Lectura y preparación de datos de muestreo;23/11/2018;-;-;09/12/2018
618889;1054740;20181;B2.324;1;PEC 2_ Distribución normal, Intervalos de Confianza y Regresión;20/12/2018;-;-;07/01/2019
618889;1054740;20181;B2.324;1;PEC 3_ ANOVA y PCA;19/01/2019;-;-;27/01/2019
618889;1054740;20181;B2.324;1;Debate 2;04/02/2019;-;-;-
618889;1054740;20181;B2.324;1;PEC Global;04/02/2019;-;-;12/02/2019
618889;1054740;20181;B2.325;2;Debate;04/11/2018;-;-;11/11/2018
618889;1054740;20181;B2.325;2;PEC 1_ Text Mining;18/11/2018;-;-;25/11/2018
618889;1054740;20181;B2.325;2;PEC 2_ Algoritmos de segmentación;16/12/2018;-;-;23/12/2018
618889;1054740;20181;B2.325;2;PEC 3_ Algoritmos de clasificación;13/01/2019;-;-;20/01/2019
618889;1054740;20181;B2.325;2;PEC4_ Reglas de asociación;03/02/2019;-;-;10/02/2019
618889;1054740;20181;B2.325;2;Fecha límite de entrega de actividades de recuperación;06/02/2019;-;-;-
618889;1054740;20181;B2.579;2;PEC1. Cuadro de Mando Integral;28/11/2018;-;-;11/12/2018
618889;1054740;20181;B2.579;2;PEC2. Inteligencia Competitiva;04/01/2019;-;-;17/01/2019
618889;1054740;20181;B2.579;2;PEC3. Síntesis;28/01/2019;-;-;10/02/2019
618889;1054740;20181;B2.580;2;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
618889;1054740;20181;B2.580;2;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
618889;1054740;20181;B2.580;2;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
618889;1054740;20181;B2.580;2;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
896457;994213;20181;B2.324;3;Debate;02/11/2018;-;-;09/11/2018
896457;994213;20181;B2.324;3;PEC 0_ Software R y conceptos básicos;02/11/2018;-;-;09/11/2018
896457;994213;20181;B2.324;3;PEC 1_ Lectura y preparación de datos de muestreo;23/11/2018;-;-;09/12/2018
896457;994213;20181;B2.324;3;PEC 2_ Distribución normal, Intervalos de Confianza y Regresión;20/12/2018;-;-;07/01/2019
896457;994213;20181;B2.324;3;PEC 3_ ANOVA y PCA;19/01/2019;-;-;27/01/2019
896457;994213;20181;B2.324;3;Debate 2;04/02/2019;-;-;-
896457;994213;20181;B2.324;3;PEC Global;04/02/2019;-;-;12/02/2019
896457;994213;20181;B2.580;1;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
896457;994213;20181;B2.580;1;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
896457;994213;20181;B2.580;1;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
896457;994213;20181;B2.580;1;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
1025322;1204372;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1025322;1204372;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1025322;1204372;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1025322;1204372;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1025322;1204372;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
1025322;1204372;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
1025322;1204372;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
1025322;1204372;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
1025322;1204372;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1025322;1204372;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1025322;1204372;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1025322;1204372;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1025322;1204372;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1025322;1204372;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1025322;1204372;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1025322;1204372;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1025322;1204372;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1025322;1204372;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1025322;1204372;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1025322;1204372;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
1025551;1200029;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1025551;1200029;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1025551;1200029;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1025551;1200029;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1025551;1200029;20181;B2.321;3;PEC 1;12/11/2018;-;-;26/11/2018
1025551;1200029;20181;B2.321;3;PEC 2;10/12/2018;-;-;24/12/2018
1025551;1200029;20181;B2.321;3;PEC 3;07/01/2019;-;-;21/01/2019
1025551;1200029;20181;B2.321;3;PEC 4;01/02/2019;-;-;11/02/2019
1025551;1200029;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1025551;1200029;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1025551;1200029;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1025551;1200029;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1025551;1200029;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1025551;1200029;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1025551;1200029;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1025551;1200029;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1025551;1200029;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1025551;1200029;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1025551;1200029;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1025551;1200029;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
1025271;1199837;20181;B2.320;3;Actividad 1;08/11/2018;-;-;18/11/2018
1025271;1199837;20181;B2.320;3;Actividad 2;05/12/2018;-;-;17/12/2018
1025271;1199837;20181;B2.320;3;Actividad 3;03/01/2019;-;-;10/01/2019
1025271;1199837;20181;B2.320;3;Actividad 4;31/01/2019;-;-;10/02/2019
1025271;1199837;20181;B2.321;3;PEC 1;12/11/2018;-;-;26/11/2018
1025271;1199837;20181;B2.321;3;PEC 2;10/12/2018;-;-;24/12/2018
1025271;1199837;20181;B2.321;3;PEC 3;07/01/2019;-;-;21/01/2019
1025271;1199837;20181;B2.321;3;PEC 4;01/02/2019;-;-;11/02/2019
1025271;1199837;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1025271;1199837;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1025271;1199837;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1025271;1199837;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1025271;1199837;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1025271;1199837;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1025271;1199837;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1025271;1199837;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1025271;1199837;20181;B2.578;3;Actividad 1;13/11/2018;-;-;20/11/2018
1025271;1199837;20181;B2.578;3;Actividad 2;11/12/2018;-;-;18/12/2018
1025271;1199837;20181;B2.578;3;Actividad 3;08/01/2019;-;-;15/01/2019
1025271;1199837;20181;B2.578;3;Actividad 4;05/02/2019;-;-;12/02/2019
715416;551249;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
715416;551249;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
715416;551249;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
715416;551249;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
715416;551249;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
715416;551249;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
715416;551249;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
715416;551249;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
715416;551249;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
715416;551249;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
715416;551249;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
715416;551249;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
715416;551249;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
715416;551249;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
715416;551249;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
715416;551249;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
715416;551249;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
715416;551249;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
715416;551249;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
715416;551249;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
1001945;1165068;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1001945;1165068;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1001945;1165068;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1001945;1165068;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1001945;1165068;20181;B2.321;2;PEC 1;12/11/2018;-;-;26/11/2018
1001945;1165068;20181;B2.321;2;PEC 2;10/12/2018;-;-;24/12/2018
1001945;1165068;20181;B2.321;2;PEC 3;07/01/2019;-;-;21/01/2019
1001945;1165068;20181;B2.321;2;PEC 4;01/02/2019;-;-;11/02/2019
1001945;1165068;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1001945;1165068;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1001945;1165068;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1001945;1165068;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1001945;1165068;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1001945;1165068;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1001945;1165068;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1001945;1165068;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1001945;1165068;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1001945;1165068;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1001945;1165068;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1001945;1165068;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
1021913;1190737;20181;B2.320;2;Actividad 1;08/11/2018;-;-;18/11/2018
1021913;1190737;20181;B2.320;2;Actividad 2;05/12/2018;-;-;17/12/2018
1021913;1190737;20181;B2.320;2;Actividad 3;03/01/2019;-;-;10/01/2019
1021913;1190737;20181;B2.320;2;Actividad 4;31/01/2019;-;-;10/02/2019
1021913;1190737;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
1021913;1190737;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
1021913;1190737;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
1021913;1190737;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
1021913;1190737;20181;B2.577;2;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1021913;1190737;20181;B2.577;2;Cuestionario módulo 1;25/11/2018;-;-;-
1021913;1190737;20181;B2.577;2;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1021913;1190737;20181;B2.577;2;Cuestionario módulo 2;23/12/2018;-;-;-
1021913;1190737;20181;B2.577;2;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1021913;1190737;20181;B2.577;2;Cuestionario módulo 3;20/01/2019;-;-;-
1021913;1190737;20181;B2.577;2;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1021913;1190737;20181;B2.577;2;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1021913;1190737;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1021913;1190737;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1021913;1190737;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1021913;1190737;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
1025303;1200176;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1025303;1200176;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1025303;1200176;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1025303;1200176;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1025303;1200176;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
1025303;1200176;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
1025303;1200176;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
1025303;1200176;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
1025303;1200176;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1025303;1200176;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1025303;1200176;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1025303;1200176;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1025303;1200176;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1025303;1200176;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1025303;1200176;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1025303;1200176;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1025303;1200176;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1025303;1200176;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1025303;1200176;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1025303;1200176;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
932885;1200216;20181;B2.324;1;Debate;02/11/2018;-;-;09/11/2018
932885;1200216;20181;B2.324;1;PEC 0_ Software R y conceptos básicos;02/11/2018;-;-;09/11/2018
932885;1200216;20181;B2.324;1;PEC 1_ Lectura y preparación de datos de muestreo;23/11/2018;-;-;09/12/2018
932885;1200216;20181;B2.324;1;PEC 2_ Distribución normal, Intervalos de Confianza y Regresión;20/12/2018;-;-;07/01/2019
932885;1200216;20181;B2.324;1;PEC 3_ ANOVA y PCA;19/01/2019;-;-;27/01/2019
932885;1200216;20181;B2.324;1;Debate 2;04/02/2019;-;-;-
932885;1200216;20181;B2.324;1;PEC Global;04/02/2019;-;-;12/02/2019
932885;1200216;20181;B2.325;2;Debate;04/11/2018;-;-;11/11/2018
932885;1200216;20181;B2.325;2;PEC 1_ Text Mining;18/11/2018;-;-;25/11/2018
932885;1200216;20181;B2.325;2;PEC 2_ Algoritmos de segmentación;16/12/2018;-;-;23/12/2018
932885;1200216;20181;B2.325;2;PEC 3_ Algoritmos de clasificación;13/01/2019;-;-;20/01/2019
932885;1200216;20181;B2.325;2;PEC4_ Reglas de asociación;03/02/2019;-;-;10/02/2019
932885;1200216;20181;B2.325;2;Fecha límite de entrega de actividades de recuperación;06/02/2019;-;-;-
932885;1200216;20181;B2.579;1;PEC1. Cuadro de Mando Integral;28/11/2018;-;-;11/12/2018
932885;1200216;20181;B2.579;1;PEC2. Inteligencia Competitiva;04/01/2019;-;-;17/01/2019
932885;1200216;20181;B2.579;1;PEC3. Síntesis;28/01/2019;-;-;10/02/2019
932885;1200216;20181;B2.580;1;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
932885;1200216;20181;B2.580;1;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
932885;1200216;20181;B2.580;1;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
932885;1200216;20181;B2.580;1;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
1024450;1195977;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1024450;1195977;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1024450;1195977;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1024450;1195977;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1024450;1195977;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1024450;1195977;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1024450;1195977;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1024450;1195977;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1016337;1200456;20181;B2.324;1;Debate;02/11/2018;-;-;09/11/2018
1016337;1200456;20181;B2.324;1;PEC 0_ Software R y conceptos básicos;02/11/2018;-;-;09/11/2018
1016337;1200456;20181;B2.324;1;PEC 1_ Lectura y preparación de datos de muestreo;23/11/2018;-;-;09/12/2018
1016337;1200456;20181;B2.324;1;PEC 2_ Distribución normal, Intervalos de Confianza y Regresión;20/12/2018;-;-;07/01/2019
1016337;1200456;20181;B2.324;1;PEC 3_ ANOVA y PCA;19/01/2019;-;-;27/01/2019
1016337;1200456;20181;B2.324;1;Debate 2;04/02/2019;-;-;-
1016337;1200456;20181;B2.324;1;PEC Global;04/02/2019;-;-;12/02/2019
1016337;1200456;20181;B2.325;2;Debate;04/11/2018;-;-;11/11/2018
1016337;1200456;20181;B2.325;2;PEC 1_ Text Mining;18/11/2018;-;-;25/11/2018
1016337;1200456;20181;B2.325;2;PEC 2_ Algoritmos de segmentación;16/12/2018;-;-;23/12/2018
1016337;1200456;20181;B2.325;2;PEC 3_ Algoritmos de clasificación;13/01/2019;-;-;20/01/2019
1016337;1200456;20181;B2.325;2;PEC4_ Reglas de asociación;03/02/2019;-;-;10/02/2019
1016337;1200456;20181;B2.325;2;Fecha límite de entrega de actividades de recuperación;06/02/2019;-;-;-
1016337;1200456;20181;B2.579;1;PEC1. Cuadro de Mando Integral;28/11/2018;-;-;11/12/2018
1016337;1200456;20181;B2.579;1;PEC2. Inteligencia Competitiva;04/01/2019;-;-;17/01/2019
1016337;1200456;20181;B2.579;1;PEC3. Síntesis;28/01/2019;-;-;10/02/2019
1016337;1200456;20181;B2.580;1;Actividad 1. El ciclo de vida de los datos;11/11/2018;-;-;18/11/2018
1016337;1200456;20181;B2.580;1;Práctica 1. Gestión de datos maestros;09/12/2018;-;-;16/12/2018
1016337;1200456;20181;B2.580;1;Práctica 2. Calidad de datos;06/01/2019;-;-;13/01/2019
1016337;1200456;20181;B2.580;1;Actividad 2. Seguridad y Privacidad de los Datos;03/02/2019;-;-;10/02/2019
1025725;1200576;20181;B2.320;1;Actividad 1;08/11/2018;-;-;18/11/2018
1025725;1200576;20181;B2.320;1;Actividad 2;05/12/2018;-;-;17/12/2018
1025725;1200576;20181;B2.320;1;Actividad 3;03/01/2019;-;-;10/01/2019
1025725;1200576;20181;B2.320;1;Actividad 4;31/01/2019;-;-;10/02/2019
1025725;1200576;20181;B2.321;1;PEC 1;12/11/2018;-;-;26/11/2018
1025725;1200576;20181;B2.321;1;PEC 2;10/12/2018;-;-;24/12/2018
1025725;1200576;20181;B2.321;1;PEC 3;07/01/2019;-;-;21/01/2019
1025725;1200576;20181;B2.321;1;PEC 4;01/02/2019;-;-;11/02/2019
1025725;1200576;20181;B2.577;1;Debate 1_ ¿Qué es Big Data?;11/11/2018;-;-;-
1025725;1200576;20181;B2.577;1;Cuestionario módulo 1;25/11/2018;-;-;-
1025725;1200576;20181;B2.577;1;PEC 1_ Definición de un escenario;28/11/2018;-;-;-
1025725;1200576;20181;B2.577;1;Cuestionario módulo 2;23/12/2018;-;-;-
1025725;1200576;20181;B2.577;1;PEC 2_ MapReduce y Apache Spark;26/12/2018;-;-;-
1025725;1200576;20181;B2.577;1;Cuestionario módulo 3;20/01/2019;-;-;-
1025725;1200576;20181;B2.577;1;PEC 3_ Análisis en AWS;23/01/2019;-;-;-
1025725;1200576;20181;B2.577;1;PEC 4_ Nuevas tendencias;03/02/2019;-;-;-
1025725;1200576;20181;B2.578;1;Actividad 1;13/11/2018;-;-;20/11/2018
1025725;1200576;20181;B2.578;1;Actividad 2;11/12/2018;-;-;18/12/2018
1025725;1200576;20181;B2.578;1;Actividad 3;08/01/2019;-;-;15/01/2019
1025725;1200576;20181;B2.578;1;Actividad 4;05/02/2019;-;-;12/02/2019
504896;271551;20181;B2.343;1;PEC 1_ Propuesta inicial;06/11/2018;-;-;12/11/2018
504896;271551;20181;B2.343;1;PEC 2_ Estructura de la memoria;03/12/2018;-;-;10/12/2018
504896;271551;20181;B2.343;1;PEC 3_ Primera versión de la memoria;07/01/2019;-;-;14/01/2019
504896;271551;20181;B2.343;1;Entrega final;28/01/2019;-;-;12/02/2019
504896;271551;20181;B2.343;1;Tribunal de Evaluación;12/02/2019;-;-;19/02/2019
504896;271551;20181;B2.582;1;PEC 1;11/11/2018;-;-;26/11/2018
504896;271551;20181;B2.582;1;PEC 2;09/12/2018;-;-;24/12/2018
504896;271551;20181;B2.582;1;PEC 3;06/01/2019;-;-;21/01/2019
504896;271551;20181;B2.582;1;PEC 4;03/02/2019;-;-;08/02/2019
504896;271551;20181;B2.584;1;Práctica 1. Extracción y análisis de datos desde redes sociales;18/11/2018;-;-;06/12/2018
